,highest_offense_description,year,count
580,ASSAULT BY THREAT,2005,422
581,ASSAULT BY THREAT FAM/DATING,2005,84
582,ASSAULT OF A PREGNANT WOMAN,2005,2
583,ASSAULT ON PUBLIC SERVANT,2005,51
584,ASSAULT W/INJURY-FAM/DATE VIOL,2005,2593
585,ASSAULT WITH INJURY,2005,1160
586,ATT AUTO THEFT,2005,9
587,ATT BURGLARY NON RESIDENCE,2005,13
588,ATT BURGLARY OF RESIDENCE,2005,34
589,ATT THEFT,2005,10
590,AUTO THEFT,2005,1111
591,BAIL JUMPING/FAIL TO APPEAR,2005,1
592,BOMB THREAT,2005,6
593,BREACH OF COMPUTER SECURITY,2005,7
594,BRIBERY,2005,1
595,BURG OF RES - FAM/DATING ASLT,2005,37
596,BURGLARY NON RESIDENCE,2005,1114
597,BURGLARY OF COIN-OP MACHINE,2005,64
598,BURGLARY OF RESIDENCE,2005,2781
599,BURGLARY OF VEHICLE,2005,7386
600,CAMPING IN PARK,2005,206
601,CAPITAL MURDER,2005,3
602,CHILD CUSTODY INTERFERE,2005,64
603,CHILD ENDANGERMENT- ABANDONMEN,2005,99
604,CIVIL DISTURBANCE/DEMO,2005,33
605,COERCION OF PUBLIC SERVANT,2005,1
606,CONTEMPT OF COURT,2005,1
607,CONTRIBUTE DELINQUENCY MINOR,2005,3
608,CONTROLLED SUB VIOL - OTHER,2005,2
609,COUNTERFEITING,2005,100
610,CRASH/FAIL STOP AND RENDER AID,2005,65
611,CRASH/INTOXICATION ASSAULT,2005,9
612,CRASH/MANSLAUGHTER,2005,1
613,CRED CARD ABUSE - OTHER,2005,141
614,CRED CARD ABUSE BY FORGERY,2005,294
615,CRIMES AGAINST ELDERLY,2005,1
616,CRIMINAL MISCHIEF,2005,4712
617,CRIMINAL MISCHIEF BY ARSON,2005,5
618,CRIMINAL SOLICITATION,2005,2
619,CRIMINAL SOLICITATION OF MINOR,2005,2
620,CRIMINAL TRESPASS,2005,1040
621,CRIMINAL TRESPASS/HOTEL,2005,49
622,CRIMINAL TRESPASS/TRANSIENT,2005,290
623,CRUELTY TO ANIMALS,2005,132
624,CUSTODY ARREST TRAFFIC WARR,2005,2321
625,DAMAGE CITY PROP,2005,206
626,DANG DRUG VIOL - OTHER,2005,3
627,DATING DISTURBANCE,2005,96
628,DEADLY CONDUCT,2005,46
629,DEADLY CONDUCT FAM/DATE VIOL,2005,3
630,DEBIT CARD ABUSE,2005,64
631,DEL CONTROLLED SUB/NARCOTIC,2005,191
632,DEL CONTROLLED SUB/OTHER,2005,1
633,DEL CONTROLLED SUB/SYN NARC,2005,9
634,DEL MARIJUANA,2005,6
635,DEL OF ALCOHOL TO MINOR,2005,8
636,DEL OF DANG DRUG,2005,1
637,DEPENDENT AND NEGLECTED CHILD,2005,13
638,DISPOSAL OF SOLID WASTE,2005,1
639,DISTRIB HARMFUL MATERIAL MINOR,2005,1
640,DISTURBANCE - OTHER,2005,1293
641,DOC ABUSE OR THREAT,2005,5
642,DOC ABUSIVE LANGUAGE,2005,39
643,DOC CREATING NOXIOUS ODOR,2005,1
644,DOC DISCHARGE GUN - PUB PLACE,2005,9
645,DOC DISCHARGE GUN - PUB ROAD,2005,3
646,DOC DISPLAY GUN/DEADLY PUB PLC,2005,48
647,DOC EXPOSURE,2005,53
648,DOC FIGHTING,2005,85
649,DOC OFFENSIVE GESTURE,2005,14
650,DOC UNREASONABLE NOISE,2005,67
651,DOC WINDOW PEEPING-RESIDENCE,2005,42
652,DOMESTIC VIOLENCE/ALARM,2005,1
653,DRIVING WHILE INTOX / FELONY,2005,21
654,DUI - AGE 16 AND UNDER,2005,2
655,DUI - AGE 17 TO 20,2005,60
656,DUMPING REFUSE NEAR HIGHWAY,2005,45
657,DWI,2005,1967
658,DWI  .15 BAC OR ABOVE,2005,1
659,DWI - CHILD PASSENGER,2005,8
660,DWI 2ND,2005,177
661,ENTICING A CHILD,2005,9
662,ESCAPE FROM CUSTODY,2005,5
663,EVADING / FOOT,2005,79
664,EVADING / VEHICLE PURSUIT,2005,53
665,EXP-VIOL CITY ORDINANCE - TAXI,2005,2
666,EXPIRED-ATT AGG KIDNAPPING,2005,1
667,EXPIRED-ATT AGG ROBBERY/WEAP,2005,2
668,EXPIRED-ATT AGG SEXUAL ASSAULT,2005,1
669,EXPIRED-ATT KIDNAPPING,2005,5
670,EXPIRED-ATT OBT CONT SUB FRAUD,2005,1
671,EXPIRED-ATT SEXUAL ASSAULT,2005,10
672,EXPIRED-ATT SEXUAL ASULT CHILD,2005,1
673,EXPIRED-EVADING ARREST,2005,27
674,EXPIRED-INJURY CHILD - ELDERLY,2005,7
675,EXPLOSIVE ORDNANCE DISPOSAL,2005,34
676,FAILURE TO IDENTIFY,2005,358
677,FAILURE TO REG AS SEX OFFENDER,2005,29
678,FALSE ALARM OR REPORT,2005,19
679,FALSE ID AS A PEACE OFFICER,2005,1
680,FALSE REPORT TO PEACE OFFICER,2005,28
681,FALSE STATEMENT -OBTAIN CREDIT,2005,26
682,FAMILY DISTURBANCE,2005,5163
683,FAMILY DISTURBANCE/PARENTAL,2005,316
684,FEDERAL VIOL/OTHER,2005,17
685,FELONY ENHANCEMENT/ASSLT W/INJ,2005,236
686,FORCED SODOMY,2005,23
687,FORCED SODOMY OF CHILD,2005,5
688,FORGERY - OTHER,2005,122
689,FORGERY AND PASSING,2005,512
690,FORGERY BY ALTERATION,2005,33
691,FORGERY BY MAKING,2005,52
692,FORGERY OF IDENTIFICATION,2005,14
693,FORGERY- CERTIFICATE OF TITLE,2005,2
694,FRAUD - OTHER,2005,208
695,FRAUD DESTRUCTION OF A WRITING,2005,16
696,FRAUD FILING FINANCE STATEMENT,2005,1
697,GAMBLING,2005,27
698,GAMBLING PROMOTION,2005,1
699,GRAFFITI,2005,175
700,HARASSMENT,2005,2127
701,HARBORING RUNAWAY CHILD,2005,6
702,HAZING,2005,1
703,HINDER SECURED CREDITORS,2005,15
704,HINDERING APPREHENSION,2005,9
705,IDENTITY THEFT,2005,676
706,IMMIGRATION HOLD/ARREST,2005,6
707,IMPERSONATING PUBLIC SERVANT,2005,15
708,INDECENCY WITH A CHILD/CONTACT,2005,221
709,INDECENCY WITH CHILD/EXPOSURE,2005,22
710,INDECENT EXPOSURE,2005,47
711,INHALANT ABUSE,2005,5
712,INJ TO DISABLED  FAM/DATE VIOL,2005,9
713,INJ TO ELDERLY   FAM/DATE VIOL,2005,7
714,INJ/CHILD FV (NO CARE/CUSTODY),2005,1
715,INJURY DISABLED INDIVIDUAL,2005,7
716,INJURY TO CHILD,2005,47
717,INJURY TO CHILD (CARE/CUSTODY),2005,171
718,INJURY TO ELDERLY PERSON,2005,4
719,INTER EMERG PHONECALL FAM/DATE,2005,11
720,INTERFERE W PO SERVICE ANIMALS,2005,10
721,INTERFERENCE PUBLIC DUTIES,2005,6
722,INTERFERING W/EMERG PHONE CALL,2005,6
723,INVASIVE VISUAL RECORDING,2005,9
724,KIDNAPPING,2005,8
725,LIQUOR LAW VIOLATION/OTHER,2005,77
726,LITTERING,2005,66
727,MAKING TOBACCO AVAIL TO MINOR,2005,8
728,MANF CONTROLLED SUB - OTHER,2005,2
729,MANF CONTROLLED SUB- SYN NARC,2005,1
730,MISAPPLY FIDUCIARY PROP,2005,4
731,MURDER,2005,9
732,NUISANCE ABATEMENT,2005,5
733,OBSCENE DISPLAY - DISTRIBUTION,2005,1
734,OBTAIN CONTROLLED SUB BY FRAUD,2005,18
735,OBTAIN DANG DRUG BY FRAUD,2005,1
736,OFFICIAL OPPRESSION,2005,6
737,PAROLE VIOL,2005,14
738,PIGEON DROP,2005,6
739,POCKET PICKING,2005,2
740,POSS CONTROLLED SUB/NARCOTIC,2005,850
741,POSS CONTROLLED SUB/OTHER,2005,22
742,POSS CONTROLLED SUB/SYN NARC,2005,18
743,POSS CRIMINAL INSTRUMENT,2005,3
744,POSS DANG DRUG,2005,51
745,POSS OF ALCOHOL - AGE 17 TO 20,2005,182
746,POSS OF ALCOHOL-AGE 16 & UNDER,2005,25
747,POSS OF DRUG PARAPHERNALIA,2005,1137
748,POSS OF FIREARM BY FELON,2005,29
749,POSS OF GAMBLING PARAPHERNALIA,2005,1
750,POSS OF PROHIBITED WEAPON,2005,42
751,POSS/PROMO CHILD PORNOGRAPHY,2005,11
752,POSSESSION OF MARIJUANA,2005,531
753,PROBATION VIOL,2005,7
754,PROMOTION OF PROSTITUTION,2005,4
755,PROSTITUTION,2005,220
756,PROTECTIVE ORDER,2005,123
757,PROWLER,2005,30
758,PUBLIC INTOXICATION,2005,2256
759,PUBLIC LEWDNESS,2005,15
760,PURSE SNATCHING,2005,8
761,RAPE,2005,140
762,RAPE OF A CHILD,2005,37
763,RECKLESS CONDUCT,2005,3
764,RECKLESS DAMAGE,2005,22
765,RESISTING ARREST OR SEARCH,2005,22
766,RETALIATION,2005,25
767,ROBBERY BY ASSAULT,2005,228
768,ROBBERY BY THREAT,2005,27
769,RUNAWAY CHILD,2005,1489
770,SERIOUS INJURY TO A CHILD,2005,2
771,SEXUAL ASSAULT OF CHILD/OBJECT,2005,107
772,SEXUAL ASSAULT W/ OBJECT,2005,88
773,SEXUAL PERFORMANCE BY CHILD,2005,1
774,SLEEPING IN PUBLIC PLACE,2005,1
775,SMUGGLING ILLEGAL ALIEN,2005,1
776,SOLICITATION - BEGGING,2005,1
777,STALKING,2005,72
778,STATUTORY RAPE OF CHILD,2005,137
779,SUSPICIOUS PERSON,2005,638
780,TAMPERING WITH EVIDENCE,2005,15
781,TAMPERING WITH GOV RECORD,2005,2
782,TAMPERING WITH ID NUMBER,2005,1
783,TAMPERING WITH WITNESS,2005,1
784,TELECOMMUNICATION CRIMES/OTHER,2005,3
785,TERRORISTIC THREAT,2005,427
786,TERRORISTIC THREAT-FAM/DAT VIO,2005,66
787,THEFT,2005,4887
788,THEFT BY CHECK,2005,54
789,THEFT BY EMBEZZLEMENT,2005,4
790,THEFT BY EXTORTION,2005,1
791,THEFT BY FALSE PRETEXT/BUNCO,2005,3
792,THEFT BY PUBLIC SERVANT,2005,2
793,THEFT BY SHOPLIFTING,2005,290
794,THEFT FROM AUTO,2005,273
795,THEFT FROM BUILDING,2005,45
796,THEFT FROM PERSON,2005,104
797,THEFT OF AUTO PARTS,2005,141
798,THEFT OF BICYCLE,2005,278
799,THEFT OF HEAVY EQUIPMENT,2005,7
800,THEFT OF LICENSE PLATE,2005,125
801,THEFT OF SERVICE,2005,310
802,THEFT OF TELECOMMUNICATION SRV,2005,4
803,THEFT OF TRAILER,2005,70
804,THEFT- APPROPRIATE STOLEN PROP,2005,10
805,THEFT/TILL TAPPING,2005,2
806,TOBACCO VIOL - AGE 17,2005,11
807,TOBACCO VIOL - UNDER AGE 17,2005,35
808,TRAFFICKING OF PERSONS,2005,5
809,TRUANCY,2005,2
810,UCW LICENSE PREMISE,2005,5
811,UNLAWFUL CARRY-LIC HOLDER,2005,1
812,UNLAWFUL CARRYING WEAPON,2005,89
813,UNLAWFUL RESTRAINT,2005,1
814,UNLAWFUL RESTRAINT FAM/DAT VIO,2005,3
815,URINATING IN PUBLIC PLACE,2005,250
816,VIOL CITY ORDINANCE - CURFEW,2005,372
817,VIOL CITY ORDINANCE - DOG,2005,63
818,VIOL CITY ORDINANCE - OTHER,2005,574
819,VIOL CITY ORDINANCE - SOUND,2005,3
820,VIOL CITY ORDINANCE - TITLE 10,2005,2
821,VIOL CITY ORDINANCE - WRECKER,2005,34
822,VIOL CITY ORDINANCE -FIREWORK,2005,19
823,VIOL GLASS CONTAINER,2005,25
824,VIOL OF COURT ORDER-NON EPO-PO,2005,174
825,VIOL OF EMERG PROTECTIVE ORDER,2005,58
826,VIOL OF PARK CURFEW,2005,149
827,VIOL OF PROTECTIVE ORDER,2005,151
828,VIOL STATE LAW - OTHER,2005,215
829,VIOL WATER SAFETY ACT,2005,1
830,VOCO - ALCOHOL  CONSUMPTION,2005,630
831,VOCO AMPLIFIED MUSIC/VEHICLE,2005,201
832,WARRANT ARREST NON TRAFFIC,2005,865
833,WEAPON VIOL - OTHER,2005,14
834,ABUSE OF OFFICIAL CAPACITY,2006,2
835,AGG ASLT W/MOTOR VEH FAM/DAT V,2006,22
836,AGG ASSAULT,2006,389
837,AGG ASSAULT FAM/DATE VIOLENCE,2006,311
838,AGG ASSAULT ON PUBLIC SERVANT,2006,7
839,AGG ASSAULT WITH MOTOR VEH,2006,38
840,AGG FORCED SODOMY,2006,1
841,AGG FORCED SODOMY OF CHILD,2006,18
842,AGG KIDNAPPING,2006,3
843,AGG RAPE,2006,17
844,AGG RAPE OF A CHILD,2006,33
845,AGG ROBBERY BY ASSAULT,2006,7
846,AGG ROBBERY/DEADLY WEAPON,2006,281
847,AGG SEXUAL ASSAULT CHILD/OBJEC,2006,98
848,AGG SEXUAL ASSAULT W OBJECT,2006,9
849,AIRPORT - FEDERAL VIOL,2006,1
850,AMPLIFIED MUSIC / VEHICLE,2006,1
851,APPLIC TO REVOKE PROBATION,2006,27
852,ARSON,2006,36
853,ASSAULT  CONTACT-SEXUAL NATURE,2006,2
854,ASSAULT BY CONTACT,2006,585
855,ASSAULT BY CONTACT FAM/DATING,2006,276
856,ASSAULT BY THREAT,2006,424
857,ASSAULT BY THREAT FAM/DATING,2006,92
858,ASSAULT OF A PREGNANT WOMAN,2006,1
859,ASSAULT ON PUBLIC SERVANT,2006,47
860,ASSAULT W/INJURY-FAM/DATE VIOL,2006,2790
861,ASSAULT WITH INJURY,2006,1075
862,AUTO THEFT,2006,1110
863,BOMB THREAT,2006,7
864,BREACH OF COMPUTER SECURITY,2006,5
865,BURG OF RES - FAM/DATING ASLT,2006,52
866,BURGLARY NON RESIDENCE,2006,1148
867,BURGLARY OF COIN-OP MACHINE,2006,95
868,BURGLARY OF RESIDENCE,2006,2971
869,BURGLARY OF VEHICLE,2006,6702
870,CAMPING IN PARK,2006,300
871,CAPITAL MURDER,2006,2
872,CHILD CUSTODY INTERFERE,2006,61
873,CHILD ENDANGERMENT- ABANDONMEN,2006,222
874,CIVIL DISTURBANCE/DEMO,2006,18
875,CONTRIBUTE DELINQUENCY MINOR,2006,5
876,CONTROLLED SUB VIOL - OTHER,2006,1
877,COUNTERFEITING,2006,85
878,CRASH/FAIL STOP AND RENDER AID,2006,95
879,CRASH/INTOX MANSLAUGHTER,2006,2
880,CRASH/INTOXICATION ASSAULT,2006,4
881,CRED CARD ABUSE - EXPIR-CANCEL,2006,1
882,CRED CARD ABUSE - OTHER,2006,289
883,CRED CARD ABUSE BY FORGERY,2006,310
884,CRIMINAL MISCHIEF,2006,4361
885,CRIMINAL MISCHIEF BY ARSON,2006,4
886,CRIMINAL NONSUPPORT,2006,1
887,CRIMINAL SOLICITATION,2006,1
888,CRIMINAL SOLICITATION OF MINOR,2006,13
889,CRIMINAL TRESPASS,2006,1140
890,CRIMINAL TRESPASS/HOTEL,2006,58
891,CRIMINAL TRESPASS/TRANSIENT,2006,341
892,CRUELTY TO ANIMALS,2006,107
893,CUSTODY ARREST TRAFFIC WARR,2006,1070
894,DAMAGE CITY PROP,2006,159
895,DANG DRUG VIOL - OTHER,2006,1
896,DATING DISTURBANCE,2006,87
897,DEADLY CONDUCT,2006,56
898,DEADLY CONDUCT FAM/DATE VIOL,2006,4
899,DEBIT CARD ABUSE,2006,124
900,DEL CONTROLLED SUB/NARCOTIC,2006,139
901,DEL CONTROLLED SUB/OTHER,2006,7
902,DEL CONTROLLED SUB/SYN NARC,2006,5
903,DEL MARIJUANA,2006,3
904,DEL OF ALCOHOL TO MINOR,2006,2
905,DEPENDENT AND NEGLECTED CHILD,2006,6
906,DESECRATION VENERATED OBJECT,2006,1
907,DISPOSAL OF SOLID WASTE,2006,3
908,DISTRIB HARMFUL MATERIAL MINOR,2006,1
909,DISTURBANCE - OTHER,2006,1179
910,DOC ABUSE OR THREAT,2006,5
911,DOC ABUSIVE LANGUAGE,2006,37
912,DOC CREATING NOXIOUS ODOR,2006,1
913,DOC DISCHARGE GUN - PUB PLACE,2006,14
914,DOC DISCHARGE GUN - PUB ROAD,2006,5
915,DOC DISPLAY GUN/DEADLY PUB PLC,2006,46
916,DOC EXPOSURE,2006,20
917,DOC FIGHTING,2006,88
918,DOC OFFENSIVE GESTURE,2006,14
919,DOC UNREASONABLE NOISE,2006,75
920,DOC WINDOW PEEPING - PUB AREA,2006,1
921,DOC WINDOW PEEPING-RESIDENCE,2006,46
922,DRIVING WHILE INTOX / FELONY,2006,72
923,DUI - AGE 16 AND UNDER,2006,1
924,DUI - AGE 17 TO 20,2006,69
925,DUMPING REFUSE NEAR HIGHWAY,2006,44
926,DWI,2006,1931
927,DWI - CHILD PASSENGER,2006,20
928,DWI - DRUG RECOGNITION EXPERT,2006,9
929,DWI 2ND,2006,218
930,ENTICING A CHILD,2006,7
931,ESCAPE FROM CUSTODY,2006,7
932,EVADING / FOOT,2006,98
933,EVADING / VEHICLE PURSUIT,2006,52
934,EVADING VEHICLE,2006,10
935,EXPIRED - DEADLY ASSAULT,2006,1
936,EXPIRED-ATT AGG SEXUAL ASSAULT,2006,1
937,EXPIRED-ATT KIDNAPPING,2006,2
938,EXPIRED-ATT OBT CONT SUB FRAUD,2006,2
939,EXPIRED-ATT ROBBERY BY ASSAULT,2006,1
940,EXPIRED-ATT SEXUAL ASSAULT,2006,13
941,EXPIRED-ATT SEXUAL ASULT CHILD,2006,1
942,EXPIRED-ATT/TAKE WEAP FROM OFF,2006,1
943,EXPIRED-EVADING ARREST,2006,8
944,EXPIRED-INJURY CHILD - ELDERLY,2006,8
945,EXPIRED-SOLICITATION OF CHILD,2006,1
946,EXPIREDATT AGG SEX ASSLT CHILD,2006,1
947,EXPLOSIVE ORDNANCE DISPOSAL,2006,27
948,FAILURE TO IDENTIFY,2006,326
949,FAILURE TO REG AS SEX OFFENDER,2006,33
950,FALSE ALARM OR REPORT,2006,30
951,FALSE REPORT TO PEACE OFFICER,2006,38
952,FALSE STATEMENT -OBTAIN CREDIT,2006,17
953,FAMILY DISTURBANCE,2006,5402
954,FAMILY DISTURBANCE/PARENTAL,2006,369
955,FEDERAL VIOL/OTHER,2006,15
956,FELONY ENHANCEMENT/ASSLT W/INJ,2006,209
957,FIREARMS ON SCHOOL PROP,2006,1
958,FORCED SODOMY,2006,26
959,FORCED SODOMY OF CHILD,2006,4
960,FORGERY - OTHER,2006,116
961,FORGERY AND PASSING,2006,480
962,FORGERY BY ALTERATION,2006,16
963,FORGERY BY MAKING,2006,77
964,FORGERY OF IDENTIFICATION,2006,6
965,FORGERY- CERTIFICATE OF TITLE,2006,3
966,FRAUD - OTHER,2006,230
967,FRAUD DESTRUCTION OF A WRITING,2006,11
968,FRAUD FILING FINANCE STATEMENT,2006,3
969,GAMBLING,2006,23
970,GAMBLING PROMOTION,2006,7
971,GRAFFITI,2006,251
972,HARASSMENT,2006,2336
973,HARASSMENT OF A PUBLIC SERVANT,2006,3
974,HARBORING RUNAWAY CHILD,2006,8
975,HAZING,2006,1
976,HINDER SECURED CREDITORS,2006,6
977,HINDERING APPREHENSION,2006,12
978,IDENTITY THEFT,2006,726
979,IMMIGRATION HOLD/ARREST,2006,2
980,IMPERSONATING PUBLIC SERVANT,2006,16
981,IMPROPER CONTACT-SEX ASLT VICT,2006,2
982,INCEST-PROHIBITED SEX CONDUCT,2006,1
983,INDECENCY WITH A CHILD/CONTACT,2006,295
984,INDECENCY WITH CHILD/EXPOSURE,2006,20
985,INDECENT EXPOSURE,2006,72
986,INHALANT ABUSE,2006,1
987,INJ TO DISABLED  FAM/DATE VIOL,2006,10
988,INJ TO ELDERLY   FAM/DATE VIOL,2006,19
989,INJ/CHILD FV (NO CARE/CUSTODY),2006,9
990,INJURY DISABLED INDIVIDUAL,2006,12
991,INJURY TO CHILD,2006,55
992,INJURY TO CHILD (CARE/CUSTODY),2006,177
993,INJURY TO ELDERLY PERSON,2006,5
994,INTER EMERG PHONECALL FAM/DATE,2006,12
995,INTERFERE W PO SERVICE ANIMALS,2006,4
996,INTERFERENCE PUBLIC DUTIES,2006,11
997,INTERFERING W/EMERG PHONE CALL,2006,5
998,INVASIVE VISUAL RECORDING,2006,11
999,KEEPING GAMBLING PLACE,2006,1
1000,KIDNAPPING,2006,9
1001,LIQUOR LAW VIOLATION/OTHER,2006,113
1002,LITTERING,2006,75
1003,MAKING TOBACCO AVAIL TO MINOR,2006,24
1004,MANF CONTROLLED SUB - OTHER,2006,7
1005,MISAPPLY FIDUCIARY PROP,2006,2
1006,MONEY LAUNDERING,2006,1
1007,MURDER,2006,9
1008,NUISANCE ABATEMENT,2006,2
1009,OBSCENE DISPLAY - DISTRIBUTION,2006,1
1010,OBTAIN CONTROLLED SUB BY FRAUD,2006,27
1011,OBTAIN DANG DRUG BY FRAUD,2006,1
1012,OFFICIAL MISCONDUCT,2006,1
1013,OFFICIAL OPPRESSION,2006,4
1014,PAROLE VIOL,2006,12
1015,PERJURY,2006,1
1016,POSS CONTROLLED SUB/NARCOTIC,2006,939
1017,POSS CONTROLLED SUB/OTHER,2006,46
1018,POSS CONTROLLED SUB/SYN NARC,2006,10
1019,POSS CRIMINAL INSTRUMENT,2006,1
1020,POSS DANG DRUG,2006,68
1021,POSS OF ALCOHOL - AGE 17 TO 20,2006,128
1022,POSS OF ALCOHOL-AGE 16 & UNDER,2006,12
1023,POSS OF DRUG PARAPHERNALIA,2006,1476
1024,POSS OF FIREARM BY FELON,2006,29
1025,POSS OF GAMBLING PARAPHERNALIA,2006,1
1026,POSS OF PROHIBITED WEAPON,2006,50
1027,POSS/PROMO CHILD PORNOGRAPHY,2006,13
1028,POSSESSION OF MARIJUANA,2006,577
1029,PROBATION VIOL,2006,16
1030,PROMOTION OF PROSTITUTION,2006,7
1031,PROSTITUTION,2006,223
1032,PROTECTIVE ORDER,2006,229
1033,PROWLER,2006,41
1034,PUBLIC INTOXICATION,2006,2312
1035,PUBLIC LEWDNESS,2006,15
1036,PURSE SNATCHING,2006,5
1037,RAPE,2006,115
1038,RAPE OF A CHILD,2006,42
1039,RECKLESS CONDUCT,2006,1
1040,RECKLESS DAMAGE,2006,15
1041,RESISTING ARREST OR SEARCH,2006,28
1042,RETALIATION,2006,19
1043,ROBBERY BY ASSAULT,2006,182
1044,ROBBERY BY THREAT,2006,34
1045,RUNAWAY CHILD,2006,1311
1046,SECURING EXEC-DOC BY DECEPTION,2006,2
1047,SERIOUS INJURY TO A CHILD,2006,5
1048,SEXTING DEPICTING A MINOR,2006,1
1049,SEXUAL ASSAULT OF CHILD/OBJECT,2006,148
1050,SEXUAL ASSAULT W/ OBJECT,2006,81
1051,SEXUAL PERFORMANCE BY CHILD,2006,1
1052,SIT AND LIE ORDINANCE VIOL,2006,2
1053,SMUGGLING ILLEGAL ALIEN,2006,2
1054,STALKING,2006,91
1055,STATUTORY RAPE OF CHILD,2006,128
1056,SUSPICIOUS PERSON,2006,659
1057,TAKE WEAPON FRM POLICE OFFICER,2006,5
1058,TAMPERING WITH CONSUMER PROD,2006,1
1059,TAMPERING WITH EVIDENCE,2006,14
1060,TAMPERING WITH GOV RECORD,2006,12
1061,TAMPERING WITH WITNESS,2006,2
1062,TELECOMMUNICATION CRIMES/OTHER,2006,1
1063,TERRORISTIC THREAT,2006,494
1064,TERRORISTIC THREAT-FAM/DAT VIO,2006,91
1065,THEFT,2006,5262
1066,THEFT BY CHECK,2006,28
1067,THEFT BY EMBEZZLEMENT,2006,5
1068,THEFT BY FALSE PRETEXT/BUNCO,2006,1
1069,THEFT BY PUBLIC SERVANT,2006,3
1070,THEFT BY SHOPLIFTING,2006,214
1071,THEFT FROM AUTO,2006,231
1072,THEFT FROM BUILDING,2006,43
1073,THEFT FROM PERSON,2006,107
1074,THEFT OF AUTO PARTS,2006,114
1075,THEFT OF BICYCLE,2006,338
1076,THEFT OF HEAVY EQUIPMENT,2006,3
1077,THEFT OF LICENSE PLATE,2006,117
1078,THEFT OF SERVICE,2006,321
1079,THEFT OF TELECOMMUNICATION SRV,2006,2
1080,THEFT OF TRAILER,2006,56
1081,THEFT- APPROPRIATE STOLEN PROP,2006,12
1082,TOBACCO VIOL - AGE 17,2006,18
1083,TOBACCO VIOL - UNDER AGE 17,2006,49
1084,TRAFFICKING OF PERSONS,2006,8
1085,TRUANCY,2006,4
1086,UCW LICENSE PREMISE,2006,5
1087,UNLAWFUL CARRY-LIC HOLDER,2006,1
1088,UNLAWFUL CARRYING WEAPON,2006,125
1089,UNLAWFUL RESTRAINT,2006,8
1090,UNLAWFUL RESTRAINT FAM/DAT VIO,2006,2
1091,URINATING IN PUBLIC PLACE,2006,225
1092,VIOL CITY ORDINANCE - AIRPORT,2006,1
1093,VIOL CITY ORDINANCE - CURFEW,2006,383
1094,VIOL CITY ORDINANCE - DOG,2006,77
1095,VIOL CITY ORDINANCE - OTHER,2006,833
1096,VIOL CITY ORDINANCE - SMOKING,2006,1
1097,VIOL CITY ORDINANCE - TAXI,2006,1
1098,VIOL CITY ORDINANCE - WRECKER,2006,102
1099,VIOL CITY ORDINANCE -FIREWORK,2006,12
1100,VIOL CIVIL RIGHTS PRISONER,2006,1
1101,VIOL GLASS CONTAINER,2006,20
1102,VIOL OF COURT ORDER-NON EPO-PO,2006,62
1103,VIOL OF EMERG PROTECTIVE ORDER,2006,90
1104,VIOL OF PARK CURFEW,2006,110
1105,VIOL OF PROTECTIVE ORDER,2006,166
1106,VIOL STATE LAW - OTHER,2006,335
1107,VIOL WATER SAFETY ACT,2006,2
1108,VOCO - ALCOHOL  CONSUMPTION,2006,596
1109,VOCO AMPLIFIED MUSIC/VEHICLE,2006,344
1110,WARRANT ARREST NON TRAFFIC,2006,750
1111,WEAPON VIOL - OTHER,2006,10
1112,ABUSE OF OFFICIAL CAPACITY,2007,2
1113,AGG ASLT W/MOTOR VEH FAM/DAT V,2007,25
1114,AGG ASSAULT,2007,382
1115,AGG ASSAULT FAM/DATE VIOLENCE,2007,330
1116,AGG ASSAULT ON PUBLIC SERVANT,2007,8
1117,AGG ASSAULT WITH MOTOR VEH,2007,48
1118,AGG FORCED SODOMY,2007,3
1119,AGG FORCED SODOMY OF CHILD,2007,9
1120,AGG KIDNAPPING,2007,2
1121,AGG KIDNAPPING FAM VIO,2007,1
1122,AGG RAPE,2007,15
1123,AGG RAPE OF A CHILD,2007,20
1124,AGG ROBBERY BY ASSAULT,2007,10
1125,AGG ROBBERY/DEADLY WEAPON,2007,299
1126,AGG SEXUAL ASSAULT CHILD/OBJEC,2007,95
1127,AGG SEXUAL ASSAULT W OBJECT,2007,3
1128,AIRPORT PLACES WEAPON PROHIBIT,2007,1
1129,AMPLIFIED MUSIC / VEHICLE,2007,4
1130,APPLIC TO REVOKE PROBATION,2007,166
1131,ARSON,2007,42
1132,ASSAULT BY CONTACT,2007,632
1133,ASSAULT BY CONTACT FAM/DATING,2007,372
1134,ASSAULT BY THREAT,2007,443
1135,ASSAULT BY THREAT FAM/DATING,2007,98
1136,ASSAULT ON PUBLIC SERVANT,2007,34
1137,ASSAULT W/INJURY-FAM/DATE VIOL,2007,2793
1138,ASSAULT WITH INJURY,2007,1198
1139,ATT AUTO THEFT,2007,18
1140,ATT BURGLARY NON RESIDENCE,2007,6
1141,ATT BURGLARY OF RESIDENCE,2007,12
1142,ATT THEFT,2007,2
1143,AUTO THEFT,2007,1313
1144,AWOL,2007,1
1145,BOMB THREAT,2007,13
1146,BREACH OF COMPUTER SECURITY,2007,21
1147,BURG OF RES - FAM/DATING ASLT,2007,35
1148,BURGLARY NON RESIDENCE,2007,1264
1149,BURGLARY OF COIN-OP MACHINE,2007,109
1150,BURGLARY OF RESIDENCE,2007,3263
1151,BURGLARY OF VEHICLE,2007,7550
1152,CAMPING IN PARK,2007,332
